id,effectiveTime,active,moduleId,conceptId,languageCode,typeId,term,caseSignificanceId
491935014,20020131,1,900000000000207008,367417005,en,900000000000013009,Propionyl-CoA carboxylase deficiency (disorder),900000000000020002
491967012,20020131,1,900000000000207008,367422005,en,900000000000013009,Idiopathic hyperprolactinemia (disorder),900000000000020002
491968019,20020131,1,900000000000207008,367422005,en,900000000000013009,Idiopathic hyperprolactinaemia (disorder),900000000000020002
492017017,20020131,1,900000000000207008,367429001,en,900000000000013009,Viral gastroenteritis due to Rotaviruses (disorder),900000000000020002
492191017,20020131,1,900000000000207008,367461002,en,900000000000013009,Dentinogenesis imperfecta (disorder),900000000000020002
492231012,20020131,1,900000000000207008,367469000,en,900000000000013009,Color vision deficiency [dup] (disorder),900000000000020002
492232017,20020131,1,900000000000207008,367469000,en,900000000000013009,Colour vision deficiency (disorder),900000000000020002
492330011,20020131,1,900000000000207008,367482008,en,900000000000013009,Cephalopelvic disproportion (disorder),900000000000020002
492416017,20020131,1,900000000000207008,367490008,en,900000000000013009,Esophageal injury [dup] (disorder),900000000000020002
492417014,20020131,1,900000000000207008,367490008,en,900000000000013009,Oesophageal injury (disorder),900000000000020002
495817013,20020131,1,900000000000207008,50873005,en,900000000000013009,Erythema gyratum (disorder),900000000000020002
504144019,20020131,1,900000000000207008,79574003,en,900000000000013009,Thrombocythemia [dup] (disorder),900000000000020002
504145018,20020131,1,900000000000207008,79574003,en,900000000000013009,Thrombocythaemia (disorder),900000000000020002
512198012,20020131,1,900000000000207008,95573009,en,900000000000013009,Ureterolithiasis (disorder),900000000000020002
513602011,20020131,1,900000000000207008,10001005,en,900000000000003001,Bacterial septicemia (disorder),900000000000020002
513745014,20020131,1,900000000000207008,134169005,en,900000000000003001,[M]Osteoma NOS (disorder),900000000000020002
513748011,20020131,1,900000000000207008,134171005,en,900000000000003001,Malignant ameloblastoma (disorder),900000000000020002
513760012,20020131,1,900000000000207008,134183007,en,900000000000003001,"Foreign body in trachea, bronchus and lung (disorder)",900000000000020002
513770014,20020131,1,900000000000207008,134193000,en,900000000000003001,Stellate pseudoscar (disorder),900000000000020002
513796011,20020131,1,900000000000207008,134219008,en,900000000000003001,Os trigonum (disorder),900000000000020002
513869019,20020131,1,900000000000207008,134291007,en,900000000000003001,Multiple fractures (disorder),900000000000020002
513890010,20020131,1,900000000000207008,134312002,en,900000000000003001,Odontogenic ghost cell carcinoma (disorder),900000000000020002
513913012,20020131,1,900000000000207008,134335004,en,900000000000003001,Hemangiopericytoma (disorder),900000000000020002
513917013,20020131,1,900000000000207008,134339005,en,900000000000003001,Congenital adhesions (disorder),900000000000020002
513978014,20020131,1,900000000000207008,134399007,en,900000000000003001,Deep vein thrombosis of leg related to air travel (disorder),900000000000020002
513979018,20020131,1,900000000000207008,134400000,en,900000000000003001,Fragility fracture due to unspecified osteoporosis (disorder),900000000000020002
513980015,20020131,1,900000000000207008,134401001,en,900000000000003001,Left ventricular systolic dysfunction (disorder),900000000000020002
513981016,20020131,1,900000000000207008,134402008,en,900000000000003001,Cholesterol polyp of gallbladder (disorder),900000000000020002
513986014,20020131,1,900000000000207008,134407002,en,900000000000003001,Chronic back pain (disorder),900000000000020002
514000014,20020131,1,900000000000207008,134421000,en,900000000000003001,Pathological fracture due to metastatic bone disease (disorder),900000000000020002
514003011,20020131,1,900000000000207008,134424008,en,900000000000003001,Late effect of burn of upper limb (disorder),900000000000020002
514338018,20020131,1,900000000000207008,135829001,en,900000000000003001,Accidental ingestion of white spirit (disorder),900000000000020002
514339014,20020131,1,900000000000207008,135830006,en,900000000000003001,Pangastritis (disorder),900000000000020002
514345018,20020131,1,900000000000207008,135836000,en,900000000000003001,End stage chronic obstructive airways disease (disorder),900000000000020002
514350012,20020131,1,900000000000207008,135841008,en,900000000000003001,Dry eczema (disorder),900000000000020002
514352016,20020131,1,900000000000207008,135843006,en,900000000000003001,Exacerbation of eczema (disorder),900000000000020002
514358017,20020131,1,900000000000207008,135849005,en,900000000000003001,Blind boil (disorder),900000000000020002
514359013,20020131,1,900000000000207008,135850005,en,900000000000003001,Stitch infection (disorder),900000000000020002
514360015,20020131,1,900000000000207008,135851009,en,900000000000003001,Hamstring injury (disorder),900000000000020002
514369019,20020131,1,900000000000207008,135860001,en,900000000000003001,Exacerbation of backache (disorder),900000000000020002
514378013,20020131,1,900000000000207008,135869000,en,900000000000003001,Torn frenulum of penis (disorder),900000000000020002
514383017,20020131,1,900000000000207008,135874008,en,900000000000003001,Bite to own tongue (disorder),900000000000020002
514393012,20020131,1,900000000000207008,135884009,en,900000000000003001,Benign neoplasm of pons (disorder),900000000000020002
514806019,20020131,1,900000000000207008,10007009,en,900000000000003001,Coffin-Siris syndrome (disorder),900000000000020002
515927016,20020131,1,900000000000207008,10017004,en,900000000000003001,Occlusal wear of teeth (disorder),900000000000020002
517158015,20020131,1,900000000000207008,10028000,en,900000000000003001,"Uncomplicated sedative, hypnotic AND/OR anxiolytic withdrawal (disorder)",900000000000020002
517721011,20020131,1,900000000000207008,10033001,en,900000000000003001,"Ehlers-Danlos syndrome, non hydroxylysine deficient ocular type (disorder)",900000000000020002
518618015,20020131,1,900000000000207008,10041001,en,900000000000003001,Tracheal stenosis following tracheostomy (disorder),900000000000020002
519627012,20020131,1,900000000000207008,10050004,en,900000000000003001,Contusion of chest (disorder),900000000000020002
520411016,20020131,1,900000000000207008,10057001,en,900000000000003001,Chronic lichenoid pityriasis (disorder),900000000000020002
520524019,20020131,1,900000000000207008,10058006,en,900000000000003001,Spontaneous abortion with amniotic fluid embolism (disorder),900000000000020002
520861019,20020131,1,900000000000207008,10061007,en,900000000000003001,Brain stem contusion without open intracranial wound AND with prolonged loss of consciousness (more than 24 hours) AND return to pre-existing conscious level (disorder),900000000000020002
521309016,20020131,1,900000000000207008,10065003,en,900000000000003001,Excoriated acne (disorder),900000000000020002
521869011,20020131,1,900000000000207008,10070005,en,900000000000003001,Poisoning by quinoline AND/OR hydroxyquinoline derivative (disorder),900000000000020002
522542019,20020131,1,900000000000207008,10076004,en,900000000000003001,Ischemic muscular atrophy (disorder),900000000000020002
522766010,20020131,1,900000000000207008,10078003,en,900000000000003001,Turner's tooth (disorder),900000000000020002
522878015,20020131,1,900000000000207008,10079006,en,900000000000003001,Infection by Cysticercus cellulosae (disorder),900000000000020002
523214010,20020131,1,900000000000207008,10082001,en,900000000000003001,Progressive rubella panencephalitis (disorder),900000000000020002
523775015,20020131,1,900000000000207008,10087007,en,900000000000003001,Infection by Schistosoma (disorder),900000000000020002
524223015,20020131,1,900000000000207008,10091002,en,900000000000003001,High output heart failure (disorder),900000000000020002
524448019,20020131,1,900000000000207008,10093004,en,900000000000003001,Anisakiasis due to Anisakis simplex (disorder),900000000000020002
525232012,20020131,1,900000000000207008,10100008,en,900000000000003001,Malignant glaucoma (disorder),900000000000020002
525570012,20020131,1,900000000000207008,10103005,en,900000000000003001,Persistent mydriasis (disorder),900000000000020002
527588015,20020131,1,900000000000207008,10121008,en,900000000000003001,Open wound of nape of neck without complication (disorder),900000000000020002
527812018,20020131,1,900000000000207008,10123006,en,900000000000003001,Abortion complicated by renal failure (disorder),900000000000020002
528371013,20020131,1,900000000000207008,10128002,en,900000000000003001,Rosacea conjunctivitis (disorder),900000000000020002
528484017,20020131,1,900000000000207008,10129005,en,900000000000003001,Injury of brachial artery (disorder),900000000000020002
528822014,20020131,1,900000000000207008,10132008,en,900000000000003001,Burns of multiple sites (disorder),900000000000020002
529381017,20020131,1,900000000000207008,10137002,en,900000000000003001,Burn erythema of chin (disorder),900000000000020002
529494019,20020131,1,900000000000207008,10138007,en,900000000000003001,Bone marrow hyperplasia (disorder),900000000000020002
531176012,20020131,1,900000000000207008,10153004,en,900000000000003001,Systemic fibrinogenolysis (disorder),900000000000020002
531400012,20020131,1,900000000000207008,10155006,en,900000000000003001,Bilateral congenital dislocation of hip (disorder),900000000000020002
532408019,20020131,1,900000000000207008,10164001,en,900000000000003001,Parasystole (disorder),900000000000020002
532519019,20020131,1,900000000000207008,10165000,en,900000000000003001,Subungual hyperkeratosis (disorder),900000000000020002
532969015,20020131,1,900000000000207008,10169006,en,900000000000003001,Heaves (disorder),900000000000020002
533081010,20020131,1,900000000000207008,10170007,en,900000000000003001,"Black locks, oculocutaneous albinism, AND deafness of the sensorineural type (disorder)",900000000000020002
533194014,20020131,1,900000000000207008,10171006,en,900000000000003001,Pyogenic arthritis of lower leg (disorder),900000000000020002
533866015,20020131,1,900000000000207008,10177005,en,900000000000003001,"Triploidy, diploidy, mixoploidy syndrome (disorder)",900000000000020002
534202019,20020131,1,900000000000207008,10180006,en,900000000000003001,Focal hemosiderosis (disorder),900000000000020002
534649014,20020131,1,900000000000207008,10184002,en,900000000000003001,Recurrent cholangitis (disorder),900000000000020002
534872013,20020131,1,900000000000207008,10186000,en,900000000000003001,Toxic effect of selenium compound (disorder),900000000000020002
535098013,20020131,1,900000000000207008,10188004,en,900000000000003001,Acute osteomyelitis of hand (disorder),900000000000020002
535658012,20020131,1,900000000000207008,10193001,en,900000000000003001,Arthritis due to Pseudomonas (disorder),900000000000020002
535771019,20020131,1,900000000000207008,10194007,en,900000000000003001,Chronic orchitis (disorder),900000000000020002
535995014,20020131,1,900000000000207008,10196009,en,900000000000003001,Juvenile osteochondrosis of acetabulum (disorder),900000000000020002
536445010,20020131,1,900000000000207008,1020003,en,900000000000003001,Disease due to Nairovirus (disorder),900000000000020002
537004015,20020131,1,900000000000207008,10205009,en,900000000000003001,Megaloblastic anemia due to exfoliative dermatitis (disorder),900000000000020002
538349013,20020131,1,900000000000207008,10217006,en,900000000000003001,Third degree perineal laceration (disorder),900000000000020002
538691019,20020131,1,900000000000207008,1022006,en,900000000000003001,Tinea nigra (disorder) [Ambiguous],900000000000020002
538798019,20020131,1,900000000000207008,10221004,en,900000000000003001,Lupinus digitatus poisoning (disorder),900000000000020002
539465019,20020131,1,900000000000207008,10227000,en,900000000000003001,Herpetic infection of penis (disorder),900000000000020002
540226014,20020131,1,900000000000207008,10235002,en,900000000000003001,Tetrachloroethylene poisoning (disorder),900000000000020002
540890017,20020131,1,900000000000207008,10242002,en,900000000000003001,Collar gall (disorder),900000000000020002
541158019,20020131,1,900000000000207008,102447009,en,900000000000003001,Postmenopausal osteoporosis (disorder),900000000000020002
541168012,20020131,1,900000000000207008,102448004,en,900000000000003001,Drug-induced dyskinesia (disorder),900000000000020002
541179019,20020131,1,900000000000207008,102449007,en,900000000000003001,Tardive dyskinesia (disorder),900000000000020002
541192016,20020131,1,900000000000207008,102450007,en,900000000000003001,Rod monochromatism (disorder),900000000000020002
541203013,20020131,1,900000000000207008,102451006,en,900000000000003001,Membranous conjunctivitis (disorder),900000000000020002
541214011,20020131,1,900000000000207008,102452004,en,900000000000003001,Abscess of thyroid (disorder),900000000000020002
541225019,20020131,1,900000000000207008,102453009,en,900000000000003001,Peritonsillar cellulitis (disorder),900000000000020002
541247019,20020131,1,900000000000207008,102455002,en,900000000000003001,Hemorrhagic nephroso-nephritis (disorder),900000000000020002
541258011,20020131,1,900000000000207008,102456001,en,900000000000003001,"Heartworm disease, infection by Dirofilaria immitis with signs of heartworm disease (disorder)",900000000000020002
541305015,20020131,1,900000000000207008,10246004,en,900000000000003001,Acquired claw foot (disorder),900000000000020002
541833010,20020131,1,900000000000207008,10251005,en,900000000000003001,Congenital angulation of tibia (disorder),900000000000020002
542371013,20020131,1,900000000000207008,10256000,en,900000000000003001,Brain stem laceration without open intracranial wound AND with loss of consciousness (disorder),900000000000020002
542972012,20020131,1,900000000000207008,161892003,en,900000000000003001,Backache with radiation (disorder),900000000000020002
542973019,20020131,1,900000000000207008,161893008,en,900000000000003001,Back pain worse on sneezing (disorder),900000000000020002
542976010,20020131,1,900000000000207008,161895001,en,900000000000003001,Back pain without radiation NOS (disorder),900000000000020002
542978011,20020131,1,900000000000207008,161897009,en,900000000000003001,Backache symptom NOS (disorder),900000000000020002
543167012,20020131,1,900000000000207008,162065005,en,900000000000003001,Vomiting - bile stained (disorder),900000000000020002
543169010,20020131,1,900000000000207008,162067002,en,900000000000003001,Vomiting NOS (disorder),900000000000020002
543190019,20020131,1,900000000000207008,162086005,en,900000000000003001,Tenesmus present (disorder),900000000000020002
543191015,20020131,1,900000000000207008,162087001,en,900000000000003001,Tenesmus NOS (disorder),900000000000020002
543280017,20020131,1,900000000000207008,162166009,en,900000000000003001,Nipple discharge present (disorder),900000000000020002
543322013,20020131,1,900000000000207008,162204000,en,900000000000003001,Late insomnia (disorder),900000000000020002
543339010,20020131,1,900000000000207008,162218007,en,900000000000003001,Stress-related problem (disorder),900000000000020002
543445018,20020131,1,900000000000207008,162313000,en,900000000000003001,Morbid jealousy (disorder),900000000000020002
543492019,20020131,1,900000000000207008,162356005,en,900000000000003001,Earache symptoms (disorder),900000000000020002
543494018,20020131,1,900000000000207008,162358006,en,900000000000003001,Unilateral earache (disorder),900000000000020002
543495017,20020131,1,900000000000207008,162359003,en,900000000000003001,Bilateral earache (disorder),900000000000020002
543498015,20020131,1,900000000000207008,162361007,en,900000000000003001,Earache symptom NOS (disorder),900000000000020002
543511010,20020131,1,900000000000207008,162373007,en,900000000000003001,Has nosebleeds - epistaxis (disorder),900000000000020002
543759012,20020131,1,900000000000207008,10269001,en,900000000000003001,Massive aspiration syndrome (disorder),900000000000020002
543830018,20020131,1,900000000000207008,1027000,en,900000000000003001,Alkaline reflux disease (disorder),900000000000020002
544169017,20020131,1,900000000000207008,10273003,en,900000000000003001,Acute infarction of papillary muscle (disorder),900000000000020002
544616019,20020131,1,900000000000207008,10277002,en,900000000000003001,Cerebellopontine angle syndrome (disorder),900000000000020002
544729013,20020131,1,900000000000207008,10278007,en,900000000000003001,Factitious purpura (disorder),900000000000020002
545289019,20020131,1,900000000000207008,10283004,en,900000000000003001,Congenital stenosis of cervical canal (disorder),900000000000020002
545569019,20020131,1,900000000000207008,164261009,en,900000000000003001,Inflamed throat (disorder),900000000000020002
545824016,20020131,1,900000000000207008,102878001,en,900000000000003001,Recurrent abortion (disorder),900000000000020002
545870011,20020131,1,900000000000207008,102882004,en,900000000000003001,Abnormal placental secretion of chorionic gonadotropin (disorder),900000000000020002
545903013,20020131,1,900000000000207008,102885002,en,900000000000003001,Absence of placental secretion of chorionic gonadotropin (disorder),900000000000020002
546489012,20020131,1,900000000000207008,10294000,en,900000000000003001,Reactive mastocytosis (disorder),900000000000020002
546596012,20020131,1,900000000000207008,10295004,en,900000000000003001,Chronic viral hepatitis (disorder),900000000000020002
546599017,20020131,1,900000000000207008,165185004,en,900000000000003001,Dermatoglyphs - skin lines (disorder),900000000000020002
546682012,20020131,1,900000000000207008,165259005,en,900000000000003001,Superficial pressure sore (disorder),900000000000020002
546683019,20020131,1,900000000000207008,165260000,en,900000000000003001,Deep pressure sore (disorder),900000000000020002
546684013,20020131,1,900000000000207008,165261001,en,900000000000003001,Deep and superficial pressure sore (disorder),900000000000020002
546807018,20020131,1,900000000000207008,10297007,en,900000000000003001,Pancreatic pleural effusion (disorder),900000000000020002
546980019,20020131,1,900000000000207008,165531008,en,900000000000003001,Lymphocytosis - absolute (disorder),900000000000020002
547139019,20020131,1,900000000000207008,165689009,en,900000000000003001,Microscopy for malarial parasites (disorder),900000000000020002
547218016,20020131,1,900000000000207008,10301003,en,900000000000003001,Tick-borne relapsing fever (disorder),900000000000020002
547763016,20020131,1,900000000000207008,10306008,en,900000000000003001,Acute osteomyelitis of upper arm (disorder),900000000000020002
547948013,20020131,1,900000000000207008,103077004,en,900000000000003001,Immunodeficiency secondary to neoplasm (disorder),900000000000020002
547959016,20020131,1,900000000000207008,103078009,en,900000000000003001,Immunodeficiency secondary to trauma (disorder),900000000000020002
547970011,20020131,1,900000000000207008,103079001,en,900000000000003001,Immunodeficiency secondary to corticosteroids (disorder),900000000000020002
547982019,20020131,1,900000000000207008,103080003,en,900000000000003001,Immunodeficiency secondary to radiation therapy (disorder),900000000000020002
547994011,20020131,1,900000000000207008,103081004,en,900000000000003001,Immunodeficiency secondary to chemotherapy (disorder),900000000000020002
548203015,20020131,1,900000000000207008,10310006,en,900000000000003001,Open fracture of C1-C4 level with incomplete spinal cord lesion (disorder),900000000000020002
548208012,20020131,1,900000000000207008,1031006,en,900000000000003001,Open wound of trachea without complication (disorder),900000000000020002
548642010,20020131,1,900000000000207008,10314002,en,900000000000003001,Hyponasality syndrome (disorder),900000000000020002
548976015,20020131,1,900000000000207008,10317009,en,900000000000003001,Spinal enthesopathy (disorder),900000000000020002
549415013,20020131,1,900000000000207008,10321002,en,900000000000003001,Abscess of mastoid (disorder),900000000000020002
550074014,20020131,1,900000000000207008,10327003,en,900000000000003001,Cocaine-induced mood disorder (disorder),900000000000020002
550359017,20020131,1,900000000000207008,103297000,en,900000000000003001,Drug-induced vertigo (disorder),900000000000020002
550922013,20020131,1,900000000000207008,10335000,en,900000000000003001,Chronic right-sided heart failure (disorder),900000000000020002
551306013,20020131,1,900000000000207008,169465000,en,900000000000003001,Hypertension induced by oral contraceptive pill (disorder),900000000000020002
551459014,20020131,1,900000000000207008,10340008,en,900000000000003001,Isolated gonadotropin deficiency (disorder),900000000000020002
551462012,20020131,1,900000000000207008,1034003,en,900000000000003001,Mesenteric-portal fistula (disorder),900000000000020002
551854012,20020131,1,900000000000207008,169958000,en,900000000000003001,Placenta incomplete (disorder),900000000000020002
551858010,20020131,1,900000000000207008,169961004,en,900000000000003001,Normal birth (disorder),900000000000020002
552015010,20020131,1,900000000000207008,10345003,en,900000000000003001,Primary syphilis of tonsils (disorder),900000000000020002
552239011,20020131,1,900000000000207008,10347006,en,900000000000003001,Solar urticaria (disorder),900000000000020002
552440010,20020131,1,900000000000207008,10349009,en,900000000000003001,Multi-infarct dementia with delirium (disorder),900000000000020002
552665019,20020131,1,900000000000207008,10351008,en,900000000000003001,Suppurative tonsillitis (disorder),900000000000020002
552695010,20020131,1,900000000000207008,170713008,en,900000000000003001,Pearly disease (disorder),900000000000020002
552753012,20020131,1,900000000000207008,170765005,en,900000000000003001,Chronic hyperglycemia (disorder),900000000000020002
552754018,20020131,1,900000000000207008,170766006,en,900000000000003001,Loss of hypoglycemic warning (disorder),900000000000020002
552849018,20020131,1,900000000000207008,170852008,en,900000000000003001,Infantile paralytic paralysis (disorder),900000000000020002
553159011,20020131,1,900000000000207008,171131006,en,900000000000003001,Meningocele (disorder),900000000000020002
553792014,20020131,1,900000000000207008,171699006,en,900000000000003001,Tuberculous pleuritis (disorder),900000000000020002
553865014,20020131,1,900000000000207008,10362008,en,900000000000003001,Accessory spleen (disorder),900000000000020002
553930010,20020131,1,900000000000207008,171822009,en,900000000000003001,Acute atrophic spinal paralysis (disorder),900000000000020002
553958019,20020131,1,900000000000207008,171847006,en,900000000000003001,Acute necrotizing ulcerative gingivitis (disorder),900000000000020002
553967019,20020131,1,900000000000207008,10363003,en,900000000000003001,Amianthium muscaetoxicum poisoning (disorder),900000000000020002
554167012,20020131,1,900000000000207008,10365005,en,900000000000003001,Right main coronary artery thrombosis (disorder),900000000000020002
554208010,20020131,1,900000000000207008,172069000,en,900000000000003001,Congenital meningocele (disorder),900000000000020002
554262014,20020131,1,900000000000207008,10366006,en,900000000000003001,Open wound of pelvic region with complication (disorder),900000000000020002
554441010,20020131,1,900000000000207008,172276003,en,900000000000003001,Avulsion of nerve of eyelid (disorder),900000000000020002
554891017,20020131,1,900000000000207008,172672006,en,900000000000003001,Acute poliomyelitis with paralysis except bulbar (disorder),900000000000020002
554919015,20020131,1,900000000000207008,172697005,en,900000000000003001,Acute ulcerative gingivitis (disorder),900000000000020002
555128011,20020131,1,900000000000207008,10375008,en,900000000000003001,Extrapulmonary subpleural pulmonary sequestration (disorder),900000000000020002
555596011,20020131,1,900000000000207008,173300003,en,900000000000003001,Disease of pregnancy (disorder),900000000000020002
555632018,20020131,1,900000000000207008,1038000,en,900000000000003001,Disacchariduria (disorder),900000000000020002
555635016,20020131,1,900000000000207008,10380004,en,900000000000003001,Crushing injury of finger (disorder),900000000000020002
555735010,20020131,1,900000000000207008,10381000,en,900000000000003001,Infection by Pneumostrongylus (disorder),900000000000020002
555904013,20020131,1,900000000000207008,173574009,en,900000000000003001,Acute benign pericarditis (disorder),900000000000020002
555932016,20020131,1,900000000000207008,173599005,en,900000000000003001,Acute necrotizing ulcerative gingivostomatitis (disorder),900000000000020002
556150019,20020131,1,900000000000207008,10385009,en,900000000000003001,Poisoning by digoxin (disorder),900000000000020002
556257010,20020131,1,900000000000207008,10386005,en,900000000000003001,Congenital thrombocytopenia (disorder),900000000000020002
556571018,20020131,1,900000000000207008,10389003,en,900000000000003001,Acute gastrojejunal ulcer without hemorrhage AND without perforation but with obstruction (disorder),900000000000020002
556681010,20020131,1,900000000000207008,10390007,en,900000000000003001,Enteric redmouth disease (disorder),900000000000020002
556887012,20020131,1,900000000000207008,10392004,en,900000000000003001,Injury of abdominal aorta (disorder),900000000000020002
556952011,20020131,1,900000000000207008,174511002,en,900000000000003001,Acute fibrinous pericarditis (disorder),900000000000020002
556980013,20020131,1,900000000000207008,174536008,en,900000000000003001,Mycoplasmosis (disorder),900000000000020002
557103019,20020131,1,900000000000207008,10394003,en,900000000000003001,Friedreich's ataxia (disorder),900000000000020002
557396011,20020131,1,900000000000207008,174909003,en,900000000000003001,Biopsy of lesion of wall of heart (disorder),900000000000020002
557629015,20020131,1,900000000000207008,10399008,en,900000000000003001,Hypochloremia (disorder),900000000000020002
557694018,20020131,1,900000000000207008,175176000,en,900000000000003001,Acute genitourinary disorder (disorder),900000000000020002
557731017,20020131,1,900000000000207008,10400001,en,900000000000003001,Injury of ureter with open wound into abdominal cavity (disorder),900000000000020002
557844016,20020131,1,900000000000207008,10401002,en,900000000000003001,Intraepidermal vesicular dermatitis (disorder),900000000000020002
558026013,20020131,1,900000000000207008,175473004,en,900000000000003001,Acute idiopathic pericarditis (disorder),900000000000020002
558053012,20020131,1,900000000000207008,175497008,en,900000000000003001,"Hand, foot and mouth disease (disorder)",900000000000020002
558290017,20020131,1,900000000000207008,10405006,en,900000000000003001,Encephalomyelocele (disorder),900000000000020002
558397016,20020131,1,900000000000207008,10406007,en,900000000000003001,Lesch-Nyhan syndrome (disorder),900000000000020002
559065017,20020131,1,900000000000207008,176401009,en,900000000000003001,Acute bloody pericarditis (disorder),900000000000020002
559261017,20020131,1,900000000000207008,176574003,en,900000000000003001,Agenesis of both forepaws and both hindpaws (disorder),900000000000020002
559388013,20020131,1,900000000000207008,10416004,en,900000000000003001,Third degree burn of lower leg (disorder),900000000000020002
559751013,20020131,1,900000000000207008,177010002,en,900000000000003001,Chronic infectious disease (disorder),900000000000020002
560066010,20020131,1,900000000000207008,177291008,en,900000000000003001,Acute effusive pericarditis (disorder),900000000000020002
560302019,20020131,1,900000000000207008,177504007,en,900000000000003001,Acheiropodia (disorder),900000000000020002
560375016,20020131,1,900000000000207008,177569000,en,900000000000003001,Poisoning by eating contaminated shellfish (disorder),900000000000020002
560443015,20020131,1,900000000000207008,10426006,en,900000000000003001,Discitis of thoracic region (disorder),900000000000020002
560764017,20020131,1,900000000000207008,10429004,en,900000000000003001,St. Louis encephalitis (disorder),900000000000020002
561143019,20020131,1,900000000000207008,178257007,en,900000000000003001,AIDS virus with acute lymphadenitis (disorder),900000000000020002
561169013,20020131,1,900000000000207008,178280004,en,900000000000003001,Postnatal infection (disorder),900000000000020002
561365012,20020131,1,900000000000207008,178456000,en,900000000000003001,Ateliotic dwarfism without insulinopenia (disorder),900000000000020002
561394017,20020131,1,900000000000207008,10435004,en,900000000000003001,Urticarial transfusion reaction (disorder) [Ambiguous],900000000000020002
561436017,20020131,1,900000000000207008,178519006,en,900000000000003001,Shellfish poisoning (disorder),900000000000020002
561615010,20020131,1,900000000000207008,10437007,en,900000000000003001,Hypothalamic pseudopuberty (disorder),900000000000020002
561898014,20020131,1,900000000000207008,178935009,en,900000000000003001,Congenital elliptocytosis (disorder),900000000000020002
562083011,20020131,1,900000000000207008,179101003,en,900000000000003001,Urethritis due to Chlamydia trachomatis (disorder),900000000000020002
562271018,20020131,1,900000000000207008,10443009,en,900000000000003001,Localized infection (disorder),900000000000020002
562605019,20020131,1,900000000000207008,10446001,en,900000000000003001,Aspergilloma (disorder),900000000000020002
562998011,20020131,1,900000000000207008,179924009,en,900000000000003001,Cardiac arrest in fetus OR newborn (disorder),900000000000020002
563041012,20020131,1,900000000000207008,1045000,en,900000000000003001,Colonospasm (disorder),900000000000020002
563144019,20020131,1,900000000000207008,10451007,en,900000000000003001,Double aortic arch (disorder),900000000000020002
563170018,20020131,1,900000000000207008,180077001,en,900000000000003001,Pulpitis - suppurative (disorder),900000000000020002
563249019,20020131,1,900000000000207008,10452000,en,900000000000003001,Corpus luteum cyst (disorder),900000000000020002
563321011,20020131,1,900000000000207008,180213004,en,900000000000003001,Tuberculosis miliaris disseminata (disorder),900000000000020002
563345010,20020131,1,900000000000207008,180234006,en,900000000000003001,Infectious disorder of the peripheral nervous system (disorder),900000000000020002
563355014,20020131,1,900000000000207008,10453005,en,900000000000003001,Furuncle of hand (disorder),900000000000020002
563620017,20020131,1,900000000000207008,180481005,en,900000000000003001,Anti-factor II disorder (disorder),900000000000020002
563624014,20020131,1,900000000000207008,180485001,en,900000000000003001,Kerasin thesaurismosis (disorder),900000000000020002
564046012,20020131,1,900000000000207008,180865007,en,900000000000003001,Failure to achieve operative objectives (disorder),900000000000020002
